1.4636,1.7321,1.7467,1.8002,0.93759,1.6346
0.85651,1.5247,1.1587,1.3174,0.74468,1.4018
1.3967,0.81753,1.4196,1.1097,1.193,1.3512
0.51683,1.2342,1.2458,0.87625,0.97157,1.4223
0.85141,0.90346,1.4855,1.53,0.83327,0.76134
0.70877,1.3145,0.55566,1.0807,1.0024,0.59149
0.86607,0.86107,1.762,0.49418,0.77938,0.43988
1.25,0.66212,0.78937,0.54484,1.0459,0.80128
0.39461,0.65372,0.35609,0.56346,0.3261,0.97669
1.377,1.3394,1.351,0.76469,0.51056,0.59656
0.99275,0.79474,0.61095,0.36189,1.0234,0.64231
0.44341,1.4165,0.64456,0.7818,0.7235,0.67318
0.63059,0.88894,0.46689,0.38841,1.3785,0.39599
0.26663,0.62232,0.29332,0.99195,0.50217,0.53678
0.68,0.26122,1.8323,0.40849,0.79635,0.483
0.31715,0.30147,0.29303,0.94805,0.29547,0.91365
0.35318,0.54976,0.6758,0.62633,0.43259,0.30529
1.9946,0.17875,1.9345,0.32152,0.31643,0.18345
0.60578,0.52578,0.55993,0.31985,0.35044,0.3636
0.37597,1.2168,0.42329,0.45349,0.55963,0.59705
0.6308,0.2411,1.3356,0.21019,0.98654,0.20543
0.3206,0.50017,0.39785,0.4199,0.29036,0.92505
0.22519,1.8046,0.30196,0.42553,0.47206,0.42202
1.8737,0.39095,1.5951,0.26028,1.2755,1.8525
0.34437,1.7803,0.3093,0.5648,0.69199,0.59244
0.18712,1.9342,1.3651,0.36474,0.19214,1.9189
1.4851,1.7532,0.54873,0.33329,0.43132,0.57138
0.35077,0.26729,1.1412,0.23446,1.9364,1.3697
0.41746,0.26756,1.9662,0.36348,0.34172,0.86015
1.6418,0.30342,0.18076,1.3426,0.17202,1.3608
1.8986,0.23854,1.8986,0.2259,1.6405,0.24891
0.43735,0.15328,1.9681,0.64152,0.22072,1.4767
0.26838,0.78913,0.25,1.8178,0.21482,1.3771
1.9898,0.51695,0.34446,0.37266,0.16821,0.50021
1.9911,0.1891,1.9807,0.1796,1.9657,0.23355
0.28336,1.5716,0.23246,1.8184,0.20585,1.8393
0.14237,0.48843,0.13852,0.48697,0.13494,0.48544
1.9936,1.1104,0.2871,1.8903,0.4206,0.43237
0.57118,0.24142,1.6026,0.11023,0.44858,0.22744
0.37715,0.2666,1.6139,0.74288,0.35872,0.20266
1.6139,0.74288,0.35872,0.20266,1.4587,0.42969
1.742,0.38731,0.204,1.9095,0.2854,1.7812
1.6841,0.67749,0.44858,0.50954,0.34098,0.32451
1.3782,0.24752,1.9618,0.33319,0.2248,1.8328
0.35061,0.32623,0.28412,1.6323,0.39902,0.18387
0.20905,1.487,0.20182,1.9972,0.2464,1.2519
0.41849,0.32529,0.24479,1.7863,0.32071,0.23744
0.18211,1.5572,0.17344,1.5653,0.1955,1.5114
1.7709,0.20422,1.6517,0.46957,0.22028,0.66473
0.42141,0.27871,1.989,0.24088,0.52756,0.28771
0.23713,0.64112,0.23633,1.956,0.22161,1.5075
0.55433,0.49352,0.75864,0.38104,0.35264,0.35988
1.7487,0.25769,1.997,0.26803,1.9032,0.17701
1.9707,0.34359,0.21823,1.8771,0.48538,0.2298
1.6714,0.1906,1.3934,0.14083,1.6816,0.17691
0.31877,0.25592,1.9773,0.68012,0.29034,0.33667
0.20076,1.6982,0.15295,1.1752,0.16647,1.6113
1.9999,0.96426,0.42799,0.17709,1.9045,0.69331
0.86988,0.24923,1.7451,0.24348,1.7543,0.238
0.80348,0.30247,0.29177,1.4558,0.46649,0.32988
0.29546,0.43539,0.27796,1.4453,0.43339,0.18573
0.22659,1.3778,0.54095,0.22308,0.9857,0.64358
0.28887,1.2989,0.70775,0.17128,0.98044,0.27501
0.56026,0.49672,0.27252,1.735,0.36832,0.48098
0.36832,0.48098,0.32139,0.29925,1.5824,0.38045
1.5824,0.38045,0.16355,0.40373,0.30495,0.27228
0.74488,0.17973,1.6893,0.17049,1.6827,0.16232
0.44944,0.3585,0.24703,1.0185,0.26999,1.2962
1.7947,0.15857,1.6838,0.184,0.95674,0.14698
0.2272,1.964,0.20583,0.42793,0.87726,0.26696
0.58448,0.12447,0.90445,0.14796,1.1342,0.12633
0.25757,1.8213,0.34814,2,0.25422,1.7918
1.6237,0.30755,0.32762,0.4625,0.10834,0.20657
0.3538,0.32023,0.22315,1.4989,0.25124,1.7961
0.38732,0.25019,1.3029,0.29092,1.9866,0.34775
0.53488,0.19504,1.9677,0.25696,1.8473,0.17594
0.5796,0.42761,0.31674,0.20136,1.4738,0.39162
0.15142,0.20066,1.8953,0.3067,0.15791,1.988
1.8921,0.30992,0.26225,1.377,0.17973,1.3763
1.0036,0.25783,0.9835,0.21502,1.238,0.27401
1.7284,0.24438,1.2502,0.22976,0.33573,1.0463
0.27717,1.1354,0.64787,0.29212,1.6841,0.21532
0.28069,0.55004,0.20492,1.8749,0.22846,0.93434
1.7233,0.18203,0.51605,0.17323,1.7033,0.25687
0.25921,1.3192,0.23132,0.4435,0.22691,1.737
0.43362,0.18701,0.72609,0.19303,1.0311,0.18264
0.18252,1.1172,0.19929,0.72344,0.24213,1.8588
0.19513,0.77675,0.20371,1.9633,0.19369,1.2573
1.7512,0.69245,0.21474,1.1928,0.37755,0.37722
0.18041,0.8619,0.18684,0.74511,0.1783,1.9729
0.46285,0.2827,0.3747,0.25673,1.8039,0.19596
0.22157,0.85458,0.25143,0.32926,0.20367,1.9398
0.84413,0.18859,0.36713,0.2178,0.94513,0.36512
0.40919,0.20292,1.4813,0.19372,1.4813,0.1859
1.4179,0.17455,0.34945,0.18097,1.1129,0.33531
0.14041,1.9501,0.13763,1.0644,0.20853,0.42003
0.20264,0.43463,0.22259,1.6737,0.18512,1.1223
0.14429,0.46385,0.16625,0.45044,0.17595,0.93362
0.45044,0.17595,0.93362,0.14925,1.4072,0.14074
0.37268,0.1426,0.42833,0.17332,1.5222,0.13739
0.34178,0.17135,1.0298,0.41032,0.26412,1.0846
0.14093,0.50016,0.16462,1.2616,0.16614,1.2387
1.9965,0.21646,0.8615,0.24215,0.44999,0.26941
1.5568,0.14634,0.91909,0.20893,1.5577,0.14593
0.17582,1.9937,0.16276,1.9612,0.22396,1.9648
0.21388,1.0171,0.29218,1.4473,0.27436,1.9996
0.58461,0.18279,1.9864,0.78952,0.17602,1.9551
0.22715,1.95,0.22908,1.8274,0.32369,0.15645
0.16987,1.8249,0.21455,1.6905,0.50339,0.21232
0.11759,1.144,0.28185,0.98314,0.30042,0.67273
0.26071,1.9355,0.21927,1.3297,0.2526,1.117
0.43439,0.19922,1.9469,0.28078,1.9915,0.28218
0.19922,1.9469,0.28078,1.9915,0.28218,1.8993
1.9915,0.28218,1.8993,0.29699,1.5435,0.17858
1.889,0.15635,1.1714,0.15369,0.71997,0.13704
1.0151,0.13211,0.4212,0.19838,0.97183,0.24442
0.10053,0.57922,0.17655,1.0423,0.11164,0.53029
1.9999,0.2426,1.9979,0.2866,1.9996,0.23155
0.11574,1.0849,0.10495,0.45761,0.23621,1.3252
0.21248,0.58845,0.20271,0.92579,0.20998,0.4108
