1.6783,1.0704,1.6973,0.9637,1.8513,1.6125
1.236,1.5676,1.6566,1.6071,1.7443,1.5473
1.5987,1.9023,1.3921,1.376,1.5677,1.7318
1.8796,1.5128,1.8983,1.3522,1.1125,1.5215
1.2259,1.8805,1.1127,1.4795,1.5615,1.3255
1.4415,1.4465,1.1112,1.3815,1.9079,1.3072
1.2458,1.7274,1.261,1.2783,1.0006,1.3923
1.712,1.6138,1.7645,1.5698,1.8596,1.7543
1.4524,1.5627,1.219,1.3024,1.1979,1.3199
1.3032,1.6309,1.2088,1.4195,1.8723,1.3595
1.2676,1.6282,1.2391,1.5343,1.4006,1.4414
1.2404,1.8468,1.7753,1.5812,1.6339,1.2319
1.6238,1.7592,1.2998,1.2945,1.8504,1.4605
1.2074,1.6354,0.9141,1.1087,1.3422,1.3535
1.7333,1.7496,1.6887,1.5417,1.1936,1.3074
1.5067,1.6451,1.6269,0.95835,1.8963,1.5583
1.4931,1.2141,1.4264,1.4576,1.4612,1.5812
1.8541,1.6558,1.5057,1.4899,1.5763,1.4107
1.5426,1.6178,1.0875,1.5117,1.5807,1.0107
1.8067,1.6162,1.6501,1.4124,1.9008,1.2934
